"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.06,"17",1,"Ok",-3.12031392639965,0,"bdl"
"2","A05",0.056,"17",1,"Ok",-3.46102857912512,0,"bdl"
"3","A06",0.063,"17",1,"Ok",-2.86477793685555,0,"bdl"
"4","A07",0.055,"25",1,"Ok",-3.54620724230648,0,"bdl"
"5","A08",0.059,"25",1,"Ok",-3.20549258958102,0,"bdl"
"6","A09",0.054,"25",1,"Ok",-3.63138590548785,0,"bdl"
"7","A10",0.088,"30",1,"Ok",-0.735311357321375,0,"bdl"
"8","A11",0.089,"30",1,"Ok",-0.650132694140008,0,"bdl"
"9","A12",0.09,"30",1,"Ok",-0.564954030958641,0,"bdl"
"10","B04",0.056,"18",1,"Ok",-3.46102857912512,0,"bdl"
"11","B05",0.054,"18",1,"Ok",-3.63138590548785,0,"bdl"
"12","B06",0.056,"18",1,"Ok",-3.46102857912512,0,"bdl"
"13","B10",0.914,"37",25,"Ok",1740.55661076219,1740.55661076219,"Within_Range"
"14","B11",0.774,"37",25,"Ok",1442.43128962741,1442.43128962741,"Within_Range"
"15","B12",0.796,"37",25,"Ok",1489.27955437716,1489.27955437716,"Within_Range"
"16","C04",0.062,"19",1,"Ok",-2.94995660003692,0,"bdl"
"17","C05",0.059,"19",1,"Ok",-3.20549258958102,0,"bdl"
"18","C06",0.056,"19",1,"Ok",-3.46102857912512,0,"bdl"
"19","C07",0.054,"Dup 25",1,"Ok",-3.63138590548785,0,"bdl"
"20","C08",0.056,"Dup 25",1,"Ok",-3.46102857912512,0,"bdl"
"21","C09",0.055,"Dup 25",1,"Ok",-3.54620724230648,0,"bdl"
"22","C10",0.156,"31",1,"Ok",5.05683773901158,5.05683773901158,"Within_Range"
"23","C11",0.174,"31",1,"Ok",6.59005367627618,6.59005367627618,"Within_Range"
"24","C12",0.156,"31",1,"Ok",5.05683773901158,5.05683773901158,"Within_Range"
"25","D04",0.06,"20",1,"Ok",-3.12031392639965,0,"bdl"
"26","D05",0.056,"20",1,"Ok",-3.46102857912512,0,"bdl"
"27","D06",0.058,"20",1,"Ok",-3.29067125276238,0,"bdl"
"28","D10",0.147,"Spike 17",1,"Ok",4.29022977037927,4.29022977037927,"Within_Range"
"29","D11",0.104,"Spike 17",1,"Ok",0.627547253580496,0.627547253580496,"Within_Range"
"30","D12",0.116,"Spike 17",1,"Ok",1.6496912117569,1.6496912117569,"Within_Range"
"31","E04",0.053,"21",1,"Ok",-3.71656456866922,0,"bdl"
"32","E05",0.055,"21",1,"Ok",-3.54620724230648,0,"bdl"
"33","E06",0.053,"21",1,"Ok",-3.71656456866922,0,"bdl"
"34","E07",0.088,"26",1,"Ok",-0.735311357321375,0,"bdl"
"35","E08",0.097,"26",1,"Ok",0.0312966113109279,0.0312966113109279,"Within_Range"
"36","E09",0.095,"26",1,"Ok",-0.139060715051806,0,"bdl"
"37","E10",0.185,"Spike 26",1,"Ok",7.52701897127122,7.52701897127122,"Within_Range"
"38","E11",0.18,"Spike 26",1,"Ok",7.10112565536438,7.10112565536438,"Within_Range"
"39","E12",0.156,"Spike 26",1,"Ok",5.05683773901158,5.05683773901158,"Within_Range"
"40","F04",0.054,"22",1,"Ok",-3.63138590548785,0,"bdl"
"41","F05",0.056,"22",1,"Ok",-3.46102857912512,0,"bdl"
"42","F06",0.056,"22",1,"Ok",-3.46102857912512,0,"bdl"
"43","F07",0.062,"27",1,"Ok",-2.94995660003692,0,"bdl"
"44","F08",0.061,"27",1,"Ok",-3.03513526321828,0,"bdl"
"45","F09",0.065,"27",1,"Ok",-2.69442061049281,0,"bdl"
"46","G04",0.077,"23",1,"Ok",-1.67227665231641,0,"bdl"
"47","G05",0.074,"23",1,"Ok",-1.92781264186051,0,"bdl"
"48","G06",0.074,"23",1,"Ok",-1.92781264186051,0,"bdl"
"49","G07",0.125,"28",1,"Ok",2.4162991803892,2.4162991803892,"Within_Range"
"50","G08",0.116,"28",1,"Ok",1.6496912117569,1.6496912117569,"Within_Range"
"51","G09",0.114,"28",1,"Ok",1.47933388539417,1.47933388539417,"Within_Range"
"52","G10",0.168,"Dup 31",1,"Ok",6.07898169718798,6.07898169718798,"Within_Range"
"53","G11",0.141,"Dup 31",1,"Ok",3.77915779129107,3.77915779129107,"Within_Range"
"54","G12",0.145,"Dup 31",1,"Ok",4.11987244401654,4.11987244401654,"Within_Range"
"55","H04",0.054,"24",1,"Ok",-3.63138590548785,0,"bdl"
"56","H05",0.057,"24",1,"Ok",-3.37584991594375,0,"bdl"
"57","H06",0.061,"24",1,"Ok",-3.03513526321828,0,"bdl"
"58","H07",0.053,"29",1,"Ok",-3.71656456866922,0,"bdl"
"59","H08",0.053,"29",1,"Ok",-3.71656456866922,0,"bdl"
"60","H09",0.055,"29",1,"Ok",-3.54620724230648,0,"bdl"
